,,,,,,,,Positives,,,,,,,,,,,,,,,Deaths,,,,,,,,,,,,,,,Negatives,,,,,,,,,,,,,,
20200510,ND,,,,5/10 22:19,ATB,SAR,1491,,,,,,,,,1491,100%,,,,,35,,,,,,,,,35,100%,,,,,,,,,,,,,,,,,,,
20200510,NE,,,,5/10 22:21,ATB,SAR,8315,,,,,,,,,8315,100%,,,,,98,,,,,,,,,98,100%,,,,,,,,,,,,,,,,,,,
20200510,NH,,,5/04 0:00,5/10 22:30,ATB,SAR,3071,1479,105,143,59,,,,149,1136,37%,,,,,133,54,0,4,0,,,,1,74,56%,,,,,,,,,,,,,,,,,,,
20200510,NJ,,,5/10 13:00,5/10 22:31,ATB,AFG,138532,,,,,,,,,138532,100%,,,,,9255,4354,1578,1446,446,,,,438,993,11%,1446,6816,993,11%,,,,,,,,,,,,,,,
20200510,NM,,,5/10 19:50,5/10 22:37,ATB,AFG,4863,696,150,1029,42,2773,,,,134,3%,1029,3661,134,3%,200,,,,,,,,,200,100%,,,,,,,,,,,,,,,,,,,
20200510,NV,,,,5/10 22:47,ATB,AFG,6098,,,,,,,,,6098,100%,,,,,306,,,,,,,,,306,100%,,,,,,,,,,,,,,,,,,,
20200510,NY,,,5/10 0:00,5/10 23:02,ATB,AFG,335395,,,,,,,,,335395,100%,,,,,21478,5423,3409,3738,845,,,,575,7485,35%,3738,5868,5222,35%,,,,,,,,,,,,,,,
20200510,OH,,,5/10 14:00,5/10 22:20,JDL,AFG,24081,12337,6144,,415,20,49,799,1448,2869,12%,1303,15606,7172,30%,1341,1017,218,,10,,,15,10,71,5%,18,1220,103,8%,,,,,,,,,,,,,,,
20200510,OK,,,5/10 0:00,5/10 22:40,JDL,BL,4589,3194,315,,104,311,,,185,480,10%,637,3322,628,14%,272,206,22,,2,21,,,7,12,4%,5,239,27,10%,,,,,,,,,,,,,,,
20200510,OR,,,5/10 11:00,5/10 22:48,JDL,BL,2742,1456,69,,100,45,27,58,700,773,24%,797,1641,790,24%,109,81,5,,6,2,1,1,6,25,20%,7,88,32,25%,,,,,,,,,,,,,,,
20200510,PA,,,5/10 0:00,5/10 22:53,JDL,BL,56611,13526,6411,,682,,,,284,35708,63%,,,,,3707,1357,388,,40,,,,11,1911,52%,,,,,,,,,,,,,,,,,,,
20200510,PR,,,5/10 2:51,5/10 22:55,JDL,BL,2198,,,,,,,,,2198,100%,,,,,111,,,,,,,,,111,100%,,,,,,,,,,,,,,,,,,,
20200510,RI,,,5/10 12:00,5/10 23:01,JDL,BL,11274,3764,1254,4246,,,,0,386,1624,14%,4246,5404,1624,14%,422,269,20,44,,,,0,6,83,20%,44,295,83,20%,,,,,,,,,,,,,,,
20200510,SC,,,5/10 16:30,5/10 23:07,JDL,BL,7653,2966,3034,0,67,,,,269,1317,17%,450,5083,2120,28%,331,161,122,,3,,,,3,42,13%,,,,,,,,,,,,,,,,,,,
20200510,SD,,,5/09 18:00,5/10 23:13,JDL,BL,3517,1058,761,611,427,198,,,462,,0%,611,2906,,,34,,,,,,,,,34,100%,,,,,,,,,,,,,,,,,,,
20200510,TN,,,5/10 15:00,5/10 22:12,SPA,BL,14985,6016,3087,,342,,,,1062,4478,30%,1715,7843,5427,36%,243,146,76,,6,,,,7,8,3%,8,225,10,4%,,,,,,,,,,,,,,,
20200510,TX,,,5/10 16:35,5/10 22:26,SPA,BL,38869,3864,2119,5429,483,,,,92,26882,69%,5429,6558,26882,69%,1088,176,66,117,6,,,,1,722,66%,117,249,722,66%,,,,,,,,,,,,,,,
20200510,UT,,,5/10 15:00,5/10 22:40,SPA,BL,6251,2496,172,,145,176,183,,658,667,15%,2365,3219,667,11%,67,,,,,,,,,67,100%,,,,,,,,,,,,,,,,,,,
20200510,VA,,,5/09 17:00,5/10 22:51,SPA,BL,24081,8075,4031,,,,,,4742,7233,30%,6476,9329,8276,34%,839,451,187,,,,,,92,109,13%,55,599,185,22%,,,,,,,,,,,,,,,
20200510,VI,,,5/09 7:06,5/10 22:55,SPA,SAR,69,,,,,,,,,69,100%,,,,,4,,,,,,,,,4,100%,,,,,,,,,,,,,,,,,,,
20200510,VT,,,5/10 0:00,5/10 23:03,SPA,SAR,927,808,20,,10,1,,,16,72,8%,20,773,134,14%,53,49,,,2,,,,2,0,0%,0,51,2,4%,,,,,,,,,,,,,,,
20200510,WA,,,5/10 2:59,5/10 23:18,SPA,SAR,16891,5034,795,3718,946,128,229,217,213,5611,33%,3718,7562,5611,33%,931,622,28,75,79,7,5,10,19,86,9%,75,770,86,9%,,,,,,,,,,,,,,,
20200510,WI,,,5/10 0:00,5/10 23:25,SPA,BL,10219,5504,2111,,365,119,,,1059,1061,10%,3070,6014,1135,11%,400,266,117,,6,5,,,2,4,1%,32,362,6,2%,,,,,,,,,,,,,,,
20200510,WV,,,5/10 17:00,5/10 23:33,SPA,BL,1362,1101,99,,,,,,159,3,0%,,,,,50,2,1,,,,,,,47,94%,,,,,,,,,,,,,,,,,,,
20200510,WY,,,5/10 16:00,5/10 23:41,SPA,BL,504,247,8,66,5,149,,,15,39,7%,66,424,39,7%,7,,,,,,,,,7,100%,,,,,,,,,,,,,,,,,,,
20200506,AK,5/5 0:00,,5/5 0:00,5/06 22:13,RL,AM,372,225,9,,44,22,13,11,9,39,10%,32,277,63,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(4/29 SPA) The dashboard no longer holds data regarding Ethinicity and Death.
20200506,AL,5/6 0:00,,5/6 0:00,5/6 22:19,RL,AM,8691,3877,3351,,57,,,,304,1102,13%,601,6493,1597,18%,343,170,155,,3,,,,5,8,2%,8,297,37,11%,,,,,,,,,,,,,,,#REF!
20200506,AR,5/05 11:00,,5/05 12:00,5/6 22:26,RL,AM,3496,1804,1181,,43,9,40,16,114,289,8%,,,,,82,48,28,,,,1,,4,1,1%,,,,,,,,,,,,,,,,,,,#REF!
20200506,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,AZ,5/06 00:00,,5/06 00:00,5/06 22:32,RL,AM,9707,2388,301,1574,108,1144,,,195,3997,41%,1574,4136,3997,41%,426,195,13,65,5,80,,,7,61,14%,65,300,61,14%,,,,,,,,,,,,,,,
20200506,CA,5/5 0:00,,5/5 0:00,5/6 22:26,AGN,AM,58815,9998,2456,19333,4519,74,428,339,2365,19303,33%,19333,20179,19303,33%,2325,766,230,784,371,8,21,9,39,97,4%,784,1541,,0%,,,,,,,,,,,,,,,
20200506,CO,5/06 04:00,,5/06 06:00,5/06 22:29,AGN,AM,17830,8424,1346,6907,520,89,96,263,181,,,6907,10919,,,921,632,64,167,33,3,5,8,5,,0%,167,750,,0%,,,,,,,,,,,,,,,CO excludes cases/deaths for which races/ethnicity are unknown
20200506,CT,5/06 15:00,,5/05 08:30,5/06 22:44,AGN,AM,30995,10178,3790,5194,448,,,,164,11146,36%,5194,10178,11146,42%,2718,1943,409,240,26,,,,15,74,3%,240,1943,74,3%,,,,,,,,,,,,,,,
20200506,DC,5/05 00:00,,5/05 00:00,5/06 23:04,AGN,AM,5461,847,2550,,73,14,10,,1124,843,15%,1254,3083,1206,22%,277,29,220,21,5,,,,2,0,0%,21,256,0,0%,,,,,,,,,,,,,,,
20200506,DE,5/06 15:35,,5/06 15:35,5/06 22:17,MEB,AFG,5778,1508,1604,1383,1,,,,335,862,15%,1383,3533,862,15%,193,111,53,8,1,,,,3,17,9%,8,168,17,9%,9783,4117,1136,336,,,1417,,3901,19%,1136,15653,3901,19%,
20200506,FL,5/06 07:45,,5/06 07:45,5/06 22:23,MEB,AFG,37020,10395,6667,11514,,,,,1543,6901,19%,11514,17229,8277,22%,1539,758,324,324,,,,,55,78,5%,324,1065,150,10%,,,,,,,,,,,,,,,
20200506,GA,5/06 17:25,,5/06 17:25,5/06 22:30,MEB,AFG,30738,9390,11143,,451,41,15,,1694,8004,26%,3082,16608,11048,36%,1327,589,652,,25,2,3,,26,30,2%,48,1228,51,4%,,,,,,,,,,,,,,,"Download ZIP file with CSVs, copy the data from the demographics.csv
Be sure to double-check that the categories are matching correctly from columns I-J to columns D-E because sometimes the order of categories shifts."
20200506,GU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,HI,4/30 00:00,,4/30 00:00,5/06 22:32,MEB,AFG,656,178,5,,189,,80,149,11,44,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,IA,5/5 10:00,,5/5 12:00,05/06 23:01,MEB,AFG,10392,5545,1352,,915,,,,208,2372,23%,2382,5805,2216,21%,207,161,15,,7,1,4,,,19,9%,14,167,26,13%,,,,,,,,,,,,,,,
20200506,ID,5/6 17:00,,5/6 19:00,5/06 23:24,MEB,AFG,2158,1118,21,,32,19,3,64,194,,0%,315,1059,,0%,66,59,1,,2,,,,,4,6%,4,58,4,6%,,,,,,,,,,,,,,,
20200506,IL,5/6 0:00,,5/6 0:00,5/06 23:30,MEB,NW,68232,14809,13277,17240,2203,99,73,,2766,17765,26%,17240,33227,17765,26%,2974,1262,998,457,124,5,3,,25,25,1%,457,2417,100,3%,68299,24786,10973,4652,176,112,,12795,171235,58%,10973,98025,171235,61%,
20200506,IN,5/6 17:00,,5/6 17:00,5/6 22:19,SPA,AM,21870,9666,3127,,328,,,,3346,5423,25%,2187,8157,11547,53%,1264,803,206,,7,,,,137,108,9%,16,704,543,43%,,,,,,,,,,,,,,,"Cntrl+F ""Demographic Distributions"" and copy from the charts."
20200506,KS,5/06 09:00,,5/06 09:00,5/06 22:31,SPA,NW,5734,3382,613,,275,18,,,150,1296,23%,2044,2378,1312,23%,144,92,46,,0,1,,,0,5,3%,8,124,12,8%,16996,1552,,360,137,,,1277,16058,44%,2141,14769,19470,54%,
20200506,KY,5/6 0:00,,5/6 0:00,5/06 22:47,SPA,AM,5934,3375,628,,3,0,0,2,,1926,32%,518,3835,1581,27%,283,197,45,,5,,,2,,34,12%,3,231,49,17%,,,,,,,,,,,,,,,
20200506,LA,5/06 00:00,,5/06 00:00,5/06 22:55,SPA,BL,,,,,,,,,,,,,,,,2064,833,1184,,16,0,4,,16,8,0%,36,1647,379,18%,,,,,,,,,,,,,,,
20200506,MA,5/06 00:00,,5/06 00:00,5/06 23:08,SPA,BL,72025,16925,5257,9363,1152,,,,2592,36804,51%,9363,25926,36804,51%,4420,1688,243,238,79,,,,132,2042,46%,238,2142,2042,46%,,,,,,,,,,,,,,,
20200506,MD,5/6 10:00,,5/6 10:00,5/06 23:19,SPA,AM,28163,6280,9648,5394,580,,,,986,5275,19%,5394,17494,5275,19%,1338,562,542,91,48,,,,17,78,6%,91,1169,78,6%,,,,,,,,,,,,,,,
20200506,ME,5/06 15:30,,5/06 15:30,5/06 22:16,SAR,NW,1254,829,73,,20,2,,2,26,302,24%,32,781,441,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,MI,5/06 14:00,,5/06 15:00,05/06 22:23,SAR,AM,45054,15318,14417,,901,225,,3153,1802,9010,20%,2252,27482,15318,34%,4270,2040,1742,,42,21,,85,85,255,6%,85,3357,807,19%,,,,,,,,,,,,,,,
20200506,MN,5/06 11:00,,5/06 12:00,5/06 22:27,SAR,AM,8579,3174,1372,,343,85,4289,171,772,2745,21%,1201,4203,3174,37%,485,334,24,,4,4,0,4,2,106,22%,9,344,126,26%,,,,,,,,,,,,,,,
20200506,MO,5/06 14:00,,5/06 15:00,5/06 22:36,SAR,AM,9102,3731,2821,,,,,273,364,1911,21%,546,5825,2730,30%,396,162,122,,,,,11,15,83,21%,15,297,83,21%,,,,,,,,,,,,,,,
20200506,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,MS,5/05 18:00,,5/05 19:00,5/06 23:05,SAR,AM,8424,2290,3878,427,,,,,262,1567,19%,,,,,374,129,170,5,,,,,6,64,17%,,,,,,,,,,,,,,,,,,,
20200506,MT,5/06 10:00,,5/06 12:00,5/06 22:50,SAR,AM,456,421,2,,1,24,,,2,6,1%,8,427,21,5%,,12,,,,4,,,,,0%,,,,,,,,,,,,,,,,,,,
20200506,NC,5/06 10:45,,5/06 10:45,5/06 22:54,SAR,AM,12758,4979,3451,,228,83,21,,725,3271,26%,1840,6586,4332,34%,477,273,158,,6,1,1,,15,23,5%,17,387,73,15%,,,,,,,,,,,,,,,
20200506,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,NH,4/27 00:00,,4/27 00:00,5/06 22:57,SAR,AM,1938,1205,86,103,49,,,,82,413,21%,,,,,60,36,0,3,0,,,,1,20,33%,,,,,,,,,,,,,,,,,,,
20200506,NJ,5/03 13:00,,5/03 13:00,5/06 22:19,BL,AM,,,,,,,,,,,,,,,,8549,3420,1282,1125,347,,,,340,2035,24%,1125,5389,2035,24%,,,,,,,,,,,,,,,
20200506,NM,5/06 16:01,,5/06 18:01,5/06 22:24,BL,NW,4291,659,135,898,42,2394,,,,133,3%,898,3230,133,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,NY,5/06 14:00,,5/06 14:00,5/06 22:35,BL,NW,,,,,,,,,,,,,,,,20597,5200,3262,3595,815,,,,553,7170,35%,3595,5668,5044,35%,,,,,,,,,,,,,,,
20200506,OH,5/06 14:00,,5/06 14:00,5/6 23:26,BL,RV,21576,11143,5543,,349,17,32,749,1218,2525,12%,1046,13850,6680,31%,1225,906,192,,7,,,19,11,90,7%,17,1065,143,12%,,,,,,,,,,,,,,,
20200506,OK,5/06 00:00,,5/06 00:00,5/06 22:45,BL,AM,4201,2994,271,,91,291,,,160,394,9%,541,3096,562,13%,253,193,21,,2,19,,,7,11,4%,5,221,26,10%,,,,,,,,,,,,,,,
20200506,OR,5/05 08:00,,5/05 11:00,5/06 22:54,BL,AM,2742,1456,69,,100,45,27,58,700,287,10%,797,1641,304,11%,109,81,5,,6,2,1,1,6,7,6%,7,88,14,13%,,,,,,,,,,,,,,,
20200506,PA,5/06 00:00,,5/06 00:00,5/06 22:55,BL,AM,51845,11937,5700,,613,,,,254,33341,64%,,,,,3106,1147,317,,34,,,,10,1598,51%,,,,,,,,,,,,,,,,,,,
20200506,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,RI,5/06 12:00,,5/06 12:00,5/6 23:19,BL,RV,9652,3764,1254,4246,,,,0,386,2,0%,4246,5404,2,0%,341,269,20,44,,,,0,6,2,1%,44,295,2,1%,,,,,,,,,,,,,,,
20200506,SC,5/6 16:20,,5/6 16:20,5/06 23:11,BL,RV,6936,2752,2752,0,62,,,,250,1120,16%,418,4717,1801,26%,305,129,126,,0,,,,8,42,14%,,,,,,,,,,,,,,,,,,,
20200506,SD,5/05 17:00,,5/05 18:00,5/06 23:22,BL,RV,2779,932,511,504,309,157,,,366,,0%,504,2275,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scroll down to 'COVID-19 IN SOUTH DAKOTA' and click on demographics tab (in the middle)
Hover over the bars to get numbers (rather than %s)"
20200506,TN,5/06 14:00,,5/06 15:00,5/6 22:14,RV,NW,13938,5575,2854,,320,,,,937,4252,31%,1369,7386,5183,37%,239,145,72,,6,,,,5,11,5%,8,218,13,5%,,,,,,,,,,,,,,,
20200506,TX,5/06 12:20,,5/06 13:20,5/06 22:26,RV,NW,34422,3462,1885,4695,461,,,,85,23834,69%,4695,7618,23834,66%,948,164,60,98,6,,,,1,619,65%,98,345,619,58%,,,,,,,,,,,,,,,
20200506,UT,5/06 13:00,,5/06 15:00,5/06 22:31,RV,NW,5595,2299,141,,131,150,143,,582,616,15%,2069,2910,616,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,VA,5/04 17:00,,5/04 17:00,5/06 22:38,RV,NW,20256,6934,3593,,,,,,3544,6185,31%,4963,8007,7286,36%,713,377,164,,,,,,69,103,14%,40,497,176,25%,,,,,,,,,,,,,,,
20200506,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,VT,5/06 10:17,,5/06 10:17,5/06 22:44,RV,NW,908,794,19,,10,1,,,18,66,7%,20,759,129,14%,52,45,,,2,,,,5,0,0%,1,48,3,6%,,,,,,,,,,,,,,,
20200506,WA,5/05 23:59,,5/06 02:59,5/06 22:53,RV,NW,15905,4773,730,3179,951,157,200,1,195,5719,36%,3179,7007,5719,36%,870,587,26,65,76,7,4,10,16,79,9%,65,726,79,9%,,,,,,,,,,,,,,,Scroll down for table view of confirmed cases and deaths by race/ethnicity
20200506,WI,5/06 00:00,,5/06 00:00,5/06 22:57,RV,NW,8901,4751,1903,,319,90,,,867,971,11%,2539,5311,1051,12%,362,235,109,,6,4,,,3,5,1%,30,323,9,2%,,,,,,,,,,,,,,,
20200506,WV,5/06 17:00,,5/06 17:00,5/06 22:59,RV,NW,1276,1041,93,,,,,,137,5,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,WY,5/06 12:27,,5/06 15:27,5/06 23:05,RV,NW,436,244,8,,4,128,,,14,38,9%,63,398,38,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,AK,,,5/03 14:00,5/03 22:16,SAR,AM,368,216,8,,44,22,10,11,9,48,13%,30,265,73,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(4/29 SPA) The dashboard no longer holds data regarding Ethinicity and Death.
20200503,AL,,,5/03 0:00,5/3 22:27,SAR,AM,7888,3518,3002,,56,,,,241,1068,14%,459,5871,1557,20%,290,145,129,,2,,,,2,8,3%,8,254,28,10%,,,,,,,,,,,,,,,#REF!
20200503,AR,,,5/03 3:40,5/3 22:42,SAR,AM,3431,1762,1139,,41,9,37,15,108,320,9%,,,,,76,44,25,,1,0,0,,2,4,5%,,,,,,,,,,,,,,,,,,,#REF!
20200503,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,AZ,,,5/03 0:00,5/03 22:53,SAR,AM,8640,2243,278,1407,96,1056,,,172,3388,39%,1407,3845,3388,39%,362,167,12,54,4,70,,,8,47,13%,54,261,47,13%,,,,,,,,,,,,,,,
20200503,CA,,,5/02 0:00,5/3 23:05,SAR,AM,53616,9449,2289,17127,4244,70,412,309,2151,17565,33%,17127,18924,17565,33%,2138,721,214,704,345,7,20,8,35,84,4%,704,1434,,0%,,,,,,,,,,,,,,,
20200503,CO,,,5/03 18:00,5/03 22:14,NW,AM,16653,8129,1260,6278,434,83,89,223,154,,,6278,33948,,,842,588,53,150,30,2,5,8,3,,0%,150,1221,,0%,,,,,,,,,,,,,,,Colorado excludes cases/deaths for which races/ethnicity are unknown
20200503,CT,,,5/03 16:00,5/03 22:21,NW,AM,29287,9370,3435,4597,421,,,,215,11249,38%,4597,13441,11249,38%,2495,1797,371,218,22,,,,24,63,3%,218,2214,63,3%,,,,,,,,,,,,,,,
20200503,DC,,,5/02 0:00,5/03 22:30,NW,AM,5016,789,2341,,72,13,10,990,,801,16%,954,2854,1189,24%,251,27,198,19,5,,,,2,0,0%,19,232,0,0%,,,,,,,,,,,,,,,
20200503,DE,,,5/03 12:34,5/03 22:36,NW,AM,5208,1349,1455,1148,1,,,295,,883,17%,1148,3177,883,17%,177,102,46,7,1,,,3,,18,10%,7,152,18,10%,8926,3721,1029,307,,,1138,,3408,18%,1029,14092,3408,18%,
20200503,FL,,,5/03 9:35,5/03 22:39,NW,AM,35158,18070,6584,,,,,,3002,7502,21%,10639,16045,8474,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
